아파트ID,아파트명,지번주소,위도,경도,세대수,임대수,동수,주차대수,용적률,건폐율,건설사
3039,타워팰리스2차,서울시 강남구 도곡동 467-17,37.489718,127.054661,813,0,2,2376,923,39,삼성중공업(주)
8819,타워팰리스3차,서울시 강남구 도곡동 467-29,37.487236,127.053041,480,0,1,1785,791,39,"삼성중공업(주),삼성물산(주)"
103262,파크힐,서울시 강남구 도곡동 550-1,37.489881,127.036951,17,0,1,17,287,52,
104148,포레스트빌,서울시 강남구 도곡동 193-29,37.487541,127.043946,4,0,1,6,206,57,(주)써니건설
3311,포스코트,서울시 강남구 도곡동 164-6,37.48783,127.04762,64,0,1,204,295,23,포스코개발주식회사
105306,플럼힐스,서울시 강남구 도곡동 193-67,37.487615,127.044115,5,0,1,13,241,50,(주)AOC건설
101960,필로스,서울시 강남구 도곡동 193-45,37.48694,127.044282,8,0,1,14,255,59,신성건 종합 건설(주)
424,현대(도곡현대),서울시 강남구 도곡동 961,37.489526,127.038719,211,0,3,317,228,25,현대산업개발(주)
427,현대그린,서울시 강남구 도곡동 964,37.48882,127.03935,171,0,1,156,304,32,현대산업개발(주)
16246,현대벨라하우스,서울시 강남구 도곡동 153-2,37.488591,127.045595,8,0,1,17,212,29,현대건설(주)
8331,현대비젼21,서울시 강남구 도곡동 467-19,37.487314,127.051525,232,0,1,291,990,59,고려산업개발주식회사
18978,현대아이리스,서울시 강남구 도곡동 944-5,37.489173,127.034133,17,0,1,29,232,47,현대리모델링
104826,현대오티움,서울시 강남구 도곡동 192-2,37.487663,127.044533,18,0,1,35,326,42,현대건설(주)
16247,힐데스하임,서울시 강남구 도곡동 193-1,37.488087,127.044968,19,0,1,48,229,29,
140287,LH삼성(도시형),서울시 강남구 삼성동 109-21,37.515499,127.064002,47,34,1,24,247,0,케이월드종합건설(주)
110247,SM드림빌,서울시 강남구 삼성동 29-11,37.513364,127.045958,16,0,1,12,241,59,승민종합건설(주)
8404,강변삼부,서울시 강남구 삼성동 99-12,37.517125,127.06565,48,0,1,70,336,33,삼부토건(주)
22913,골든카운티,서울시 강남구 삼성동 5-3,37.516989,127.046446,19,0,1,28,249,26,준 건설 주식회사
122448,그라나다,서울시 강남구 삼성동 45-5,37.512629,127.049643,19,0,1,18,280,59,주립건설(주)
105839,네오블로썸,서울시 강남구 삼성동 42-4,37.512285,127.047352,12,0,1,21,196,41,주식회사네오비종합건설
26112,노블테라스,서울시 강남구 삼성동 36-12,37.511859,127.044812,10,0,1,25,263,59,(주)아트원종합건설
102276,다우림하우스,서울시 강남구 삼성동 82-6,37.518986,127.061735,10,0,1,14,246,57,다우림씨앤아이(주)
101865,동구싼타빌,서울시 강남구 삼성동 108-2,37.515189,127.062326,19,0,1,23,294,59,동구종합주택건설(주)
22327,동일파크스위트,서울시 강남구 삼성동 100-14,37.516389,127.065931,36,0,1,87,249,23,주식회사동일
127477,래미안라클래시,서울시 강남구 삼성동 189,37.517476,127.050021,679,81,7,1213,295,19,삼성물산(주)
17600,래미안삼성1차(101동),서울시 강남구 삼성동 104-10,37.516501,127.063056,77,0,1,106,211,21,삼성물산(주)
23872,래미안삼성1차(201동),서울시 강남구 삼성동 102,37.516736,127.064252,36,0,1,52,205,39,삼성물산
23869,"래미안삼성1차(301,302,303동)",서울시 강남구 삼성동 103-22,37.517015,127.064237,133,0,3,231,227,25,삼성물산(주) 건설부문
23870,래미안삼성1차(501~504동),서울시 강남구 삼성동 105,37.516062,127.063322,112,0,4,240,213,21,삼성물산(주)
22861,래미안삼성2차,서울시 강남구 삼성동 7-3,37.515991,127.043301,275,0,8,533,273,26,삼성물산(주)주택부문
120098,로프트원,서울시 강남구 삼성동 45-6,37.512702,127.049897,19,0,1,27,293,56,(쥬)대양건설
18967,롯데캐슬프레미어,서울시 강남구 삼성동 11,37.515662,127.0449,713,0,11,1335,269,16,롯데건설 주식회사
12230,미켈란147,서울시 강남구 삼성동 147-2,37.513228,127.055948,67,0,1,66,943,59,(주)건설알포메
27274,브라운스톤레전드,서울시 강남구 삼성동 8-2,37.515451,127.042289,54,0,1,218,599,59,이수건설(주)
25531,삼부(101동),서울시 강남구 삼성동 99-13,37.517023,127.065199,43,0,1,43,249,32,삼부토건(주)
101425,삼부(102동),서울시 강남구 삼성동 99,37.517417,127.064934,40,0,1,40,235,31,삼부토건(주)
24074,삼부아그레빌,서울시 강남구 삼성동 98-11,37.517933,127.064102,67,0,1,82,277,30,삼부토건(주)
18610,삼성SK뷰,서울시 강남구 삼성동 101,37.516281,127.064857,41,0,1,67,236,30,SK건설
10322,삼성골든빌,서울시 강남구 삼성동 99-1,37.517824,127.065166,18,0,1,49,310,24,삼성물산(주)
26511,삼성그랑빌,서울시 강남구 삼성동 150-20,37.510859,127.055017,14,0,1,18,249,39,(주)우건토건
9844,삼성금호어울림,서울시 강남구 삼성동 102-2,37.516812,127.064783,68,0,1,95,251,29,금호산업(주)
13441,삼성대성유니드,서울시 강남구 삼성동 129,37.50865,127.05402,59,0,1,66,231,32,대성산업주식회사
13371,삼성대우멤버스카운티1차,서울시 강남구 삼성동 98-18,37.518215,127.064426,38,0,2,70,0,0,(주)대우건설
24053,삼성대우멤버스카운티2차,서울시 강남구 삼성동 33-20,37.513134,127.044298,17,0,1,33,244,46,(주)대우건설
24054,삼성대우멤버스카운티3차,서울시 강남구 삼성동 33-24,37.512837,127.044393,11,0,1,20,254,48,(주)대우건설
24049,삼성대우멤버스카운티5차,서울시 강남구 삼성동 33-22,37.512844,127.044042,17,0,1,28,199,37,(주)대우건설
105056,삼성대유리채(도시형),서울시 강남구 삼성동 120-9,37.510984,127.053646,65,0,1,36,249,45,(주)경우크린텍
16299,삼성더파크뷰,서울시 강남구 삼성동 113-17,37.51047,127.046945,12,0,1,21,185,35,주풍종합건설(주)
13164,삼성드림하우스,서울시 강남구 삼성동 47-18,37.5135,127.049497,18,0,1,24,297,55,한일개발(주)
144029,삼성디뷰더센트럴(도시형),서울시 강남구 삼성동 142-28,37.50609,127.052046,27,0,1,17,575,59,
107803,삼성라테라스,서울시 강남구 삼성동 110-2,37.515549,127.065772,18,0,1,62,249,41,(주)동양
428,삼성롯데,서울시 강남구 삼성동 17,37.518,127.048784,339,0,3,418,337,21,롯데건설(주)
14950,삼성롯데캐슬킹덤,서울시 강남구 삼성동 43,37.512829,127.047775,118,0,3,276,234,26,롯데건설(주)
104355,삼성루첸시아,서울시 강남구 삼성동 64-6,37.517293,127.052741,10,0,1,12,199,42,(주)인도종합건설
13609,삼성리치빌,서울시 강남구 삼성동 52-9,37.518497,127.051147,48,0,1,56,364,59,(주)광무종합건설
10119,삼성미켈란107,서울시 강남구 삼성동 107,37.514726,127.060793,64,0,1,82,699,58,포스코개발(주)
13113,삼성벨라스,서울시 강남구 삼성동 29-19,37.514318,127.045867,19,0,1,38,269,44,광남건설(주)
24331,삼성벽산블루밍,서울시 강남구 삼성동 64-4,37.517343,127.052299,26,0,2,46,0,0,(주)벽산건설
128640,삼성브르넨,서울시 강남구 삼성동 90,37.516751,127.059476,22,0,1,30,522,51,이화공영(주)
111332,삼성센트럴아이파크,서울시 강남구 삼성동 188,37.515496,127.051194,416,57,4,743,299,19,현대산업개발(주)
102947,삼성신도브래뉴,서울시 강남구 삼성동 121-38,37.510378,127.053394,21,0,1,18,351,59,(주)신도종합건설
13908,삼성씨엘케이,서울시 강남구 삼성동 3-2,37.517541,127.044367,12,0,1,16,299,26,송현산업개발(주)
17497,삼성아셈,서울시 강남구 삼성동 108-1,37.515114,127.06201,18,0,1,24,212,39,(주)타임건설
115146,삼성아트빌,서울시 강남구 삼성동 108-3,37.515168,127.062482,10,0,1,14,272,59,정익개발주식회사
26445,삼성아펠바움,서울시 강남구 삼성동 99-3,37.51804,127.065073,17,0,1,47,396,32,에스케이건설
17846,삼성오네뜨,서울시 강남구 삼성동 127-5,37.509522,127.05449,48,0,2,136,253,35,
14292,삼성우림루미아트,서울시 강남구 삼성동 75-3,37.513927,127.054333,40,0,1,78,247,34,우림건설(주)
22340,삼성우정에쉐르II,서울시 강남구 삼성동 144-10,37.507055,127.05477,60,0,1,56,548,56,우정건설(주)
13442,삼성월드타워,서울시 강남구 삼성동 3-1,37.517457,127.044062,46,0,1,48,333,31,(주)다우종합건설
23698,삼성웰피아,서울시 강남구 삼성동 130-2,37.50847,127.053655,19,0,1,25,196,43,(주)제이에이건설
14705,삼성이안파크,서울시 강남구 삼성동 130,37.508594,127.053439,19,0,1,31,224,59,지브이종합건설(주)
9685,삼성중앙하이츠빌리지,서울시 강남구 삼성동 14-1,37.516113,127.04615,298,0,5,520,269,17,(주)중앙건설
24362,삼성지웰팰리스,서울시 강남구 삼성동 114-11,37.511477,127.048867,16,0,1,17,748,59,씨제이개발(주)
3312,삼성파크,서울시 강남구 삼성동 126,37.509201,127.053816,114,0,1,206,290,26,세방기업(주)
130764,삼성파크엘나인,서울시 강남구 삼성동 113-4,37.5107,127.046758,4,0,1,2,459,51,(주)해동이앤씨
25648,삼성팰리스(71-16),서울시 강남구 삼성동 71-16,37.514396,127.053343,19,0,1,32,249,42,(주)인도건설
101493,삼성펠리스(129-5),서울시 강남구 삼성동 129-5,37.508692,127.054444,18,0,1,41,246,32,에이치에이엔종합건설(주)
10828,삼성포스코더샵,서울시 강남구 삼성동 146,37.513084,127.054932,72,0,1,140,849,52,(주)포스코건설
8436,삼성풍림2차,서울시 강남구 삼성동 104,37.51637,127.062481,112,0,1,134,275,27,풍림산업주식회사
3313,삼성한일,서울시 강남구 삼성동 48,37.514107,127.049817,127,0,1,137,285,31,한일건설(주)
103038,삼성헤렌하우스2,서울시 강남구 삼성동 82-1,37.51936,127.061176,33,0,2,49,0,0,(주)에이치알에이치
23813,삼성현대1차,서울시 강남구 삼성동 57-9,37.519085,127.054935,19,0,1,40,245,40,현대 리모델링 주식회사
24703,삼성현대2차,서울시 강남구 삼성동 57-3,37.519218,127.05583,11,0,1,21,249,47,현대리모델링㈜
24009,삼성힐스테이트1단지,서울시 강남구 삼성동 16-2,37.516721,127.048834,1144,0,17,1529,276,19,현대건설(주)
24008,삼성힐스테이트2단지,서울시 강남구 삼성동 50,37.514112,127.051582,926,0,12,1291,273,19,현대건설(주)
13818,상아빌라트,서울시 강남구 삼성동 47-20,37.513004,127.04973,17,0,1,29,259,36,
106726,상지리츠빌카일룸,서울시 강남구 삼성동 65-4,37.516906,127.051694,13,0,1,49,248,23,상지건설(주)
473,서광,서울시 강남구 삼성동 2,37.517041,127.04271,304,0,2,304,366,24,(주)서광건설산업
482,석탑,서울시 강남구 삼성동 3-3,37.517572,127.044875,139,0,1,139,361,24,석탑건설(주)
11464,선릉LG에클라트(A동),서울시 강남구 삼성동 142-7,37.506572,127.05075,125,0,1,88,341,59,GS건설(주)
11465,선릉LG에클라트(B동),서울시 강남구 삼성동 142-3,37.506096,127.050926,293,0,1,161,700,51,엘지건설주식회사
10929,세방타운하우스,서울시 강남구 삼성동 64-7,37.517465,127.052863,14,0,1,24,196,34,세방기업(주)
100206,신동아듀크빌,서울시 강남구 삼성동 99-11,37.517437,127.06525,17,0,1,65,317,22,신동아건설(주)
103992,심포니하우스,서울시 강남구 삼성동 66-1,37.516369,127.052119,19,0,1,39,285,31,(주)성원건설
12229,쌍용플래티넘,서울시 강남구 삼성동 117,37.512403,127.051932,88,0,2,216,715,57,남광토건(주)
3051,씨티빌,서울시 강남구 삼성동 97,37.518959,127.063987,38,0,2,77,0,0,시티건설
101725,아델하우스,서울시 강남구 삼성동 64-5,37.516965,127.052383,14,0,1,47,199,41,(주)파라다이스건설
113209,아르헤타워(도시형),서울시 강남구 삼성동 44-16,37.511953,127.048691,20,0,1,14,799,56,제이씨에벤에셀(주)
102764,아셈(150-5),서울시 강남구 삼성동 150-5,37.511653,127.055052,19,0,1,33,240,42,(주)가남종합건설
12826,아이파크삼성,서울시 강남구 삼성동 87,37.51818,127.05906,449,0,3,1253,296,9,현대산업개발(주)
24080,영무예다음,서울시 강남구 삼성동 122-7,37.51043,127.05234,45,0,2,68,246,34,서해토건주식회사
8869,우정에쉐르,서울시 강남구 삼성동 3-8,37.51718,127.044281,40,0,1,84,299,35,우정건설(주)
109001,월성빌라트,서울시 강남구 삼성동 91-16,37.516165,127.061612,19,0,1,14,267,59,이래종합건설
143377,위레벤646(도시형),서울시 강남구 삼성동 78-1,37.519595,127.057879,55,0,1,57,470,44,현대아산(주)
102728,이안애2차,서울시 강남구 삼성동 130-6,37.508119,127.053784,19,0,1,23,286,53,(주)지브이종합건설
100285,진흥,서울시 강남구 삼성동 53-2,37.519107,127.053193,255,0,3,255,179,14,진흥기업
17539,채널리저브,서울시 강남구 삼성동 144-14,37.507998,127.055539,78,0,1,81,699,59,한일건설(주)
565,청구,서울시 강남구 삼성동 78-4,37.52004,127.058283,167,0,3,167,261,18,청구
8993,푸른솔,서울시 강남구 삼성동 4-3,37.517843,127.046105,61,0,1,61,291,28,진흥기업(주)
10980,풍림,서울시 강남구 삼성동 129-20,37.508061,127.054384,36,0,1,40,286,54,풍림산업주식회사
873,풍림1차,서울시 강남구 삼성동 106,37.515533,127.061485,252,0,1,285,366,28,풍림산업(주)
116863,프레스티지(도시형),서울시 강남구 삼성동 45-9,37.512389,127.050074,16,0,1,11,542,52,예미종합건설(주)
570,한솔,서울시 강남구 삼성동 4-6,37.517557,127.045833,263,0,2,263,0,0,한솔건축(주)
137413,한양립스,서울시 강남구 삼성동 142-16,37.506294,127.0518,28,0,1,0,0,0,
624,현대,서울시 강남구 삼성동 6,37.516841,127.044704,198,0,1,275,251,14,현대산업개발(주)
101492,현대빌라트,서울시 강남구 삼성동 117-18,37.511985,127.051564,14,0,1,24,238,54,현대리모델링(주)
17676,현대타워,서울시 강남구 삼성동 143-37,37.506249,127.053118,30,0,1,151,1046,58,현대건설(주)
11431,형우,서울시 강남구 삼성동 64-9,37.51759,127.052681,19,0,1,50,249,41,(주)서울탑건설
14108,호산프라자,서울시 강남구 삼성동 37,37.510951,127.043953,41,0,1,0,329,58,(주)호산건설
636,홍실,서울시 강남구 삼성동 79,37.520438,127.059602,384,0,6,420,172,16,청화기업
103602,강남LH1단지(e편한세상),서울시 강남구 세곡동 579,37.466828,127.102801,809,0,12,998,173,19,대림건설
103252,강남데시앙파크,서울시 강남구 세곡동 525,37.460324,127.101224,546,211,15,850,169,25,(주)태영건설
102668,강남신동아파밀리에1단지,서울시 강남구 세곡동 508,37.464316,127.100522,395,307,6,422,198,27,신동아건설(주)
102669,강남신동아파밀리에2단지,서울시 강남구 세곡동 511,37.464302,127.102913,410,324,7,457,192,27,신동아건설(주)
109022,강남효성해링턴코트,서울시 강남구 세곡동 541,37.468165,127.094963,199,0,11,349,99,39,진흥기업(주)
102670,세곡리엔파크3단지,서울시 강남구 세곡동 516,37.463948,127.104478,363,303,7,407,160,25,신동아건설(주)
103578,세곡푸르지오,서울시 강남구 세곡동 533,37.466781,127.0935,912,0,16,1148,174,18,(주)대우건설외2
108822,강남더샵포레스트,서울시 강남구 수서동 799,37.481313,127.095211,400,0,10,840,199,24,(주)포스코건설
107799,강남데시앙포레,서울시 강남구 수서동 795,37.480907,127.090167,787,0,14,950,165,19,태영건설
641,까치마을,서울시 강남구 수서동 746,37.48499,127.087816,1404,0,7,1410,208,17,진흥기업(주)
657,동익,서울시 강남구 수서동 738,37.485648,127.096437,330,0,4,314,199,19,동익건설(주)
8203,삼성,서울시 강남구 수서동 747,37.485041,127.090146,680,0,12,1020,211,21,삼성물산(주)
668,삼익,서울시 강남구 수서동 708,37.489383,127.100632,645,0,5,650,224,16,(주)삼익
696,수서한아름,서울시 강남구 수서동 712,37.489332,127.103414,498,0,7,996,249,23,"한라건설(주),두진종합건설(주)"
671,신동아,서울시 강남구 수서동 736,37.487807,127.098401,1162,0,8,325,203,17,신동아건설(주)
8317,강남상가아파트,서울시 강남구 신사동 510-11,37.51879,127.02054,94,0,1,0,387,59,
24387,금광아크존,서울시 강남구 신사동 635-14,37.526553,127.034579,39,0,1,47,279,58,(주)금광건업
109797,뉴현대,서울시 강남구 신사동 550-5,37.523553,127.023734,10,0,1,13,247,57,엔덱종합건설(주)
16452,닛시빌라트,서울시 강남구 신사동 634-14,37.525938,127.034326,19,0,1,32,296,51,(주)닛시주택
11082,대성아트빌,서울시 강남구 신사동 540-2,37.519583,127.024342,19,0,1,18,260,59,송정종합건설(주)
9921,대원칸타빌,서울시 강남구 신사동 659,37.527501,127.037101,130,0,2,170,293,37,(주)대원
3052,래미안신사,서울시 강남구 신사동 506-9,37.520214,127.019841,63,3,1,82,206,31,삼성물산(주)
